area,street,mins_to_underground,housing_type,ceiling_height_m,bathroom_type,view,renovation_type,house_material_type,parking,living_area,kitchen_area,construction_year,house_commisioned,finishing_type,price_per_meter,deal_conditions,url,mortgage_availability,transport_accessibility_score,address
,,9.0,Вторичка,264.0,1 раздельный,Во двор,Евроремонт,Панельный,Наземная,51.0,11.0,,,,227273.0,альтернатива,https://www.cian.ru/sale/flat/297837305/,возможна,,"Москва, ул. Адмирала Лазарева, 39"
,,,Вторичка,,,,Косметический,Панельный,,,10.0,,,,233766.0,свободная продажа,https://www.cian.ru/sale/flat/307582334/,,,"Москва, Скобелевская ул., 12"
,,18.0,Новостройка,,,,Чистовая,,,57.0,15.0,2024.0,,,512987.0,переуступка,https://www.cian.ru/sale/flat/307657299/,возможна,,"Москва, ЗАО, р-н Раменки, 1-й Сетуньский проезд, 8"
,,,Вторичка,,2 совмещенных,На улицу и двор,Косметический,Панельный,,44.0,16.3,,,,177165.0,свободная продажа,https://www.cian.ru/sale/flat/304186199/,возможна,,"Москва, Кокошкино дп, ул. Стожарова, 5"
,,14.0,Вторичка,,1 совмещенный,Во двор,Дизайнерский,Монолитный,,47.2,15.1,,,,455497.0,свободная продажа,https://www.cian.ru/sale/flat/296568082/,возможна,,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Народного Ополчения, 3"
,,9.0,Вторичка,26.0,1 раздельный,Во двор,Без ремонта,Панельный,Наземная,31.0,10.0,,,,195822.0,свободная продажа,https://www.cian.ru/sale/flat/305746268/,возможна,,"Москва, Рождественская ул., 19к2"
,,6.0,Вторичка,275.0,1 раздельный,На улицу и двор,Без ремонта,Монолитный,Наземная,43.0,10.0,,,,239474.0,альтернатива,https://www.cian.ru/sale/flat/299482015/,возможна,,"Москва, СВАО, р-н Бибирево, Алтуфьевское ш., 78"
,,16.0,Вторичка / Апартаменты,,,,Без ремонта,Монолитный,,,12.3,,,,370117.0,свободная продажа,https://www.cian.ru/sale/flat/307007044/,возможна,,"Москва, САО, р-н Хорошевский, Зорге 9 жилой комплекс, 9Ас5"
,,4.0,Вторичка,28.0,1 совмещенный,На улицу и двор,Дизайнерский,Панельный,,45.0,10.0,,,,349351.0,свободная продажа,https://www.cian.ru/sale/flat/307776599/,возможна,,"Москва, ЮАО, р-н Донской, Варшавское ш., 16к1"
,,4.0,Новостройка,,"1 совмещенный, 1 раздельный",На улицу и двор,Чистовая,,Подземная,49.0,20.0,2024.0,Сдан,,294503.0,переуступка,https://www.cian.ru/sale/flat/307190405/,возможна,,"Москва, ЗАО, р-н Очаково-Матвеевское, Новое Очаково жилой комплекс, к1.5"
,,3.0,Вторичка,264.0,,,Евроремонт,Панельный,,44.0,14.0,,,,229058.0,свободная продажа,https://www.cian.ru/sale/flat/306101547/,возможна,,"Москва, ЮВАО, р-н Некрасовка, просп. Защитников Москвы, 12"
,,8.0,Вторичка,,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,53.0,10.0,,,,241830.0,альтернатива,https://www.cian.ru/sale/flat/307333600/,возможна,,"Москва, ЮВАО, р-н Некрасовка, ул. Сочинская, 2"
,,15.0,Вторичка,,,,,Панельный,,40.0,11.0,,,,256579.0,свободная продажа,https://www.cian.ru/sale/flat/306932225/,,,"Москва, Братиславская ул., 27К1"
,,,Вторичка,28.0,"1 совмещенный, 1 раздельный",На улицу и двор,Дизайнерский,Монолитный,,44.4,10.3,,,,272727.0,свободная продажа,https://www.cian.ru/sale/flat/300229626/,возможна,,"Москва, НАО (Новомосковский), бул. Веласкеса, 5к3"
,,5.0,Вторичка,275.0,1 раздельный,На улицу и двор,Евроремонт,Панельный,Наземная,44.8,12.9,,,,295664.0,свободная продажа,https://www.cian.ru/sale/flat/306461677/,возможна,,"Москва, ЮЗАО, р-н Южное Бутово, ул. Адмирала Лазарева, 57"
,,10.0,Вторичка,264.0,1 раздельный,На улицу и двор,Без ремонта,Панельный,Наземная,48.0,11.0,,,,313316.0,свободная продажа,https://www.cian.ru/sale/flat/301731073/,возможна,,"Москва, ЗАО, р-н Тропарево-Никулино, ул. Академика Анохина, 9"
,,18.0,Вторичка,3.0,1 раздельный,Во двор,Дизайнерский,Кирпичный,Наземная,49.9,9.2,,,,366492.0,свободная продажа,https://www.cian.ru/sale/flat/308004279/,возможна,,"Москва, ЗАО, р-н Раменки, ул. Пырьева, 4К3"
,,8.0,Вторичка,266.0,,,Косметический,,,,10.0,,,,388158.0,свободная продажа,https://www.cian.ru/sale/flat/306943321/,возможна,,"Москва, ул. Академика Пилюгина, 26К2"
,,17.0,Вторичка,27.0,1 раздельный,На улицу и двор,Косметический,Панельный,Открытая,45.7,10.4,,,,384817.0,альтернатива,https://www.cian.ru/sale/flat/304997058/,возможна,,"Москва, ЮЗАО, р-н Обручевский, 38-й Юго-Запада квартал, к3"
,,18.0,Вторичка,263.0,1 раздельный,Во двор,Евроремонт,Панельный,Наземная,49.5,22.3,,,,383117.0,свободная продажа,https://www.cian.ru/sale/flat/301030836/,возможна,,"Москва, САО, р-н Дмитровский, Лобненская ул., 13к1"
,,15.0,Вторичка,264.0,1 раздельный,На улицу и двор,Косметический,,Наземная,43.7,10.0,,,,388158.0,свободная продажа,https://www.cian.ru/sale/flat/306839475/,возможна,,"Москва, ЮЗАО, р-н Ломоносовский, ул. Академика Пилюгина, 26К2"
,,10.0,Вторичка,275.0,1 раздельный,На улицу и двор,Евроремонт,Панельный,Наземная,45.1,13.3,,,,378272.0,альтернатива,https://www.cian.ru/sale/flat/307460180/,возможна,,"Москва, САО, р-н Хорошевский, ул. Полины Осипенко, 14К1"
,,10.0,Вторичка,275.0,1 раздельный,На улицу и двор,Косметический,Монолитный,Многоуровневая,51.0,8.8,,,,385714.0,альтернатива,https://www.cian.ru/sale/flat/308149474/,возможна,,"Москва, Новорогожская ул., 40"
,,15.0,Вторичка,275.0,1 совмещенный,На улицу,Евроремонт,Монолитный,Наземная,53.8,13.6,,,,389542.0,свободная продажа,https://www.cian.ru/sale/flat/299938529/,возможна,,"Москва, ЮЗАО, р-н Черемушки, Нахимовский просп., 33/2"
,,17.0,Вторичка,27.0,"1 совмещенный, 1 раздельный",Во двор,Косметический,Монолитный,Наземная,44.1,9.0,,,,399738.0,альтернатива,https://www.cian.ru/sale/flat/300929714/,возможна,,"Москва, ул. Лобачевского, 6"
,,15.0,Вторичка,3.0,1 раздельный,Во двор,Косметический,Кирпичный,Наземная,50.0,9.0,,,,401316.0,свободная продажа,https://www.cian.ru/sale/flat/303680763/,возможна,,"Москва, ул. Крупской, 4К1"
,,1.0,Вторичка,,,,,Кирпичный,,45.1,12.0,,,,428571.0,свободная продажа,https://www.cian.ru/sale/flat/305290737/,возможна,,"Москва, ЦАО, р-н Пресненский, ул. 1905 года, 15"
,,8.0,Вторичка,27.0,"1 совмещенный, 1 раздельный",,Косметический,Панельный,Подземная,56.3,13.7,,,,265217.0,свободная продажа,https://www.cian.ru/sale/flat/288432727/,возможна,,"Москва, ЮВАО, р-н Выхино-Жулебино, Привольная ул., 25"
,,13.0,Новостройка,325.0,"2 совмещенных, 1 раздельный",На улицу и двор,Чистовая,Монолитный,Подземная,72.2,6.8,2026.0,Не сдан,,585000.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306243010/,возможна,,"Москва, Дом 56 жилой комплекс"
,,6.0,Вторичка,,2 совмещенных,Во двор,Дизайнерский,Монолитный,Подземная,,17.0,,,,550000.0,свободная продажа,https://www.cian.ru/sale/flat/308308758/,возможна,,"Москва, ЦАО, р-н Мещанский, Слесарный пер., 3"
,,,Вторичка,28.0,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,43.0,12.0,,,,205497.0,альтернатива,https://www.cian.ru/sale/flat/305051805/,возможна,,"Москва, ЮВАО, р-н Люблино, ул. Марьинский Парк, 39К2"
,,9.0,Вторичка,,2 раздельных,Во двор,Косметический,Панельный,Наземная,49.0,11.0,,,,213072.0,свободная продажа,https://www.cian.ru/sale/flat/307722915/,возможна,,"Москва, Внуковское поселение, ул. Летчика Грицевца, 7"
,,4.0,Новостройка,,,,,Монолитно-кирпичный,Подземная,,,2011.0,Сдан,,580088.0,свободная продажа,https://www.cian.ru/sale/flat/302896352/,,,"Москва, ул. Маршала Рыбалко, 2к4"
,,15.0,Вторичка,,1 раздельный,На улицу и двор,Косметический,Монолитный,,46.6,10.3,,,,253595.0,альтернатива,https://www.cian.ru/sale/flat/298381391/,возможна,,"Москва, Зюзинская ул., 4К2"
,,9.0,Вторичка,4.0,1 совмещенный,На улицу и двор,Евроремонт,,Наземная,56.0,10.0,,,,498684.0,свободная продажа,https://www.cian.ru/sale/flat/291442273/,возможна,,"Москва, Тишинская пл., 6"
,,8.0,Вторичка,,1 совмещенный,На улицу и двор,Дизайнерский,Панельный,,51.4,10.5,,,,350649.0,свободная продажа,https://www.cian.ru/sale/flat/308361484/,возможна,,"Москва, ул. Наметкина, 9К3"
,,7.0,Вторичка,264.0,1 раздельный,Во двор,Евроремонт,Панельный,Наземная,54.0,8.9,,,,209868.0,альтернатива,https://www.cian.ru/sale/flat/307884831/,возможна,,"Москва, ЗАО, р-н Ново-Переделкино, Новоорловская ул., 8К1"
,,17.0,Вторичка,3.0,2 совмещенных,Во двор,Дизайнерский,Монолитный,Подземная,45.0,15.0,,,,490909.0,свободная продажа,https://www.cian.ru/sale/flat/304004055/,возможна,,"Москва, Гжатская ул., 5к4"
,,10.0,Вторичка / Апартаменты,3.0,"1 совмещенный, 1 раздельный",Во двор,Евроремонт,Кирпичный,Наземная,,14.0,,,,296023.0,свободная продажа,https://www.cian.ru/sale/flat/308092349/,возможна,,"Москва, ЮАО, р-н Даниловский, Хавская ул., 3"
,,,Вторичка,,1 раздельный,Во двор,Евроремонт,Панельный,Наземная,46.2,13.0,,,,237908.0,альтернатива,https://www.cian.ru/sale/flat/306129659/,возможна,,"Москва, ул. Марьинский Парк, 39К2"
,,15.0,Вторичка,275.0,1 совмещенный,На улицу и двор,Евроремонт,Панельный,,52.8,13.0,,,,366841.0,свободная продажа,https://www.cian.ru/sale/flat/292807304/,возможна,,"Москва, ЮЗАО, р-н Черемушки, ул. Цюрупы, 20К1"
,,6.0,Вторичка,275.0,1 раздельный,На улицу,Косметический,Панельный,Наземная,42.9,12.9,,,,307592.0,свободная продажа,https://www.cian.ru/sale/flat/308037758/,возможна,,"Москва, Россошанская ул., 6"
,,1.0,Новостройка,,,,,Монолитный,,,,2025.0,Не сдан,,359224.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307993593/,,,"Москва, проезд Проектируемый № 789"
,,4.0,Вторичка,,1 раздельный,Во двор,Косметический,,Наземная,50.3,9.2,,,,249344.0,альтернатива,https://www.cian.ru/sale/flat/307416359/,возможна,,"Москва, СВАО, р-н Марфино, Ботаническая ул., 10А"
,,5.0,Вторичка,274.0,1 совмещенный,Во двор,Косметический,Панельный,Наземная,,13.0,,,,279739.0,свободная продажа,https://www.cian.ru/sale/flat/303151988/,возможна,,"Москва, Россошанская ул., 2К5"
,,5.0,Вторичка,27.0,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,45.0,10.0,,,,309211.0,альтернатива,https://www.cian.ru/sale/flat/307410584/,возможна,,"Москва, ул. Герасима Курина, 14К2"
,,9.0,Новостройка,31.0,,,"Без отделки, предчистовая",Монолитный,,,,2024.0,Не сдан,,390389.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/278484321/,Расположение,6.6,"Москва, ЦАО, р-н Басманный, Малая Почтовая ул., 12"
,,,Вторичка,27.0,2 раздельных,,Косметический,Монолитно-кирпичный,Подземная,,13.0,,,,340789.0,свободная продажа,https://www.cian.ru/sale/flat/307955040/,возможна,,"Москва, СВАО, р-н Ярославский, ул. Красная Сосна, 3"
,,8.0,Вторичка,274.0,1 раздельный,Во двор,Евроремонт,Панельный,,44.8,12.9,,,,394605.0,альтернатива,https://www.cian.ru/sale/flat/306891380/,возможна,,"Москва, САО, р-н Левобережный, Беломорская ул., 20к2"
,,10.0,Вторичка,3.0,"1 совмещенный, 1 раздельный",На улицу и двор,Дизайнерский,Монолитный,,52.2,10.0,,,,746753.0,свободная продажа,https://www.cian.ru/sale/flat/306277336/,возможна,,"Москва, Мичуринский просп., 56"
,,13.0,Вторичка,,1 раздельный,,Без ремонта,Панельный,,44.8,12.9,,,,213351.0,свободная продажа,https://www.cian.ru/sale/flat/306302451/,возможна,,"Москва, ЮВАО, р-н Некрасовка, ул. Лавриненко, 3А"
,,12.0,Вторичка,,1 раздельный,На улицу и двор,Без ремонта,Монолитный,,23.7,5.3,,,,401363.0,свободная продажа,https://www.cian.ru/sale/flat/307610968/,возможна,,"Москва, Варшавское ш., 37К4"
,,5.0,Вторичка,28.0,1 раздельный,На улицу и двор,Дизайнерский,Панельный,Наземная,45.0,12.9,,,,267105.0,свободная продажа,https://www.cian.ru/sale/flat/307809480/,возможна,,"Москва, ЮВАО, р-н Некрасовка, просп. Защитников Москвы, 8"
,,9.0,Вторичка,264.0,1 раздельный,На улицу и двор,,Монолитный,Наземная,54.0,10.0,,,,274869.0,альтернатива,https://www.cian.ru/sale/flat/307244559/,возможна,,"Москва, Батайский проезд, 65"
,,17.0,Вторичка,3.0,2 совмещенных,На улицу,Евроремонт,Монолитный,Подземная,,11.0,,,,587467.0,свободная продажа,https://www.cian.ru/sale/flat/300471502/,возможна,,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 16С1"
,,5.0,Вторичка,27.0,1 раздельный,На улицу и двор,Дизайнерский,Монолитный,Наземная,45.3,9.2,,,,429688.0,свободная продажа,https://www.cian.ru/sale/flat/297219818/,возможна,,"Москва, Дмитровское ш., 86к6"
,,,Вторичка,,,,,Блочный,,,,,,,279221.0,свободная продажа,https://www.cian.ru/sale/flat/307856368/,,,"Москва, ул. Народного Ополчения, 49К1"
,,20.0,Вторичка,28.0,1 совмещенный,На улицу и двор,Дизайнерский,Монолитный,,,15.0,,,,299606.0,альтернатива,https://www.cian.ru/sale/flat/307145950/,,,"Москва, СВАО, р-н Отрадное, Высоковольтный проезд, 1к5"
,,13.0,Вторичка,28.0,1 раздельный,Во двор,Евроремонт,Панельный,Наземная,44.9,10.0,,,,286832.0,свободная продажа,https://www.cian.ru/sale/flat/303396250/,возможна,,"Москва, СВАО, р-н Лосиноостровский, Изумрудная ул., 7"
,,12.0,Вторичка / Апартаменты,3.0,2 совмещенных,Во двор,Без ремонта,Монолитный,Подземная,44.5,15.3,,,,419672.0,свободная продажа,https://www.cian.ru/sale/flat/289528877/,возможна,,"Москва, САО, р-н Хорошевский, ул. Зорге, вл9"
,,1.0,Вторичка,264.0,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,45.0,10.0,,,,232468.0,свободная продажа,https://www.cian.ru/sale/flat/307399820/,возможна,,"Москва, Митинская ул., 57"
,,9.0,Вторичка,,1 раздельный,,Евроремонт,Панельный,Наземная,48.0,10.0,,,,193377.0,свободная продажа,https://www.cian.ru/sale/flat/307649640/,возможна,,"Москва, Рождественская ул., 21к5"
,,15.0,Вторичка,264.0,1 раздельный,Во двор,Косметический,Панельный,Наземная,,10.0,,,,300523.0,свободная продажа,https://www.cian.ru/sale/flat/301777472/,возможна,,"Москва, ул. Академика Анохина, 13"
,,16.0,Вторичка,3.0,1 раздельный,,Косметический,Панельный,,46.4,12.5,,,,267275.0,свободная продажа,https://www.cian.ru/sale/flat/294183025/,возможна,,"Москва, ЗАО, р-н Можайский, Вяземская ул., 8"
,,7.0,Вторичка,264.0,1 раздельный,На улицу и двор,Евроремонт,Панельный,Наземная,46.0,10.0,,,,294118.0,свободная продажа,https://www.cian.ru/sale/flat/298901367/,возможна,,"Москва, ЮВАО, р-н Люблино, Белореченская ул., 12"
,,7.0,Вторичка,31.0,1 раздельный,Во двор,Без ремонта,Кирпичный,Наземная,48.0,11.0,,,,389610.0,альтернатива,https://www.cian.ru/sale/flat/300387689/,возможна,,"Москва, ЦАО, р-н Таганский, ул. Земляной Вал, 65"
,,11.0,Вторичка,,,,Без ремонта,Монолитный,,47.0,23.0,,,,509186.0,свободная продажа,https://www.cian.ru/sale/flat/308170526/,,,"Москва, ЗАО, р-н Раменки, Винницкая ул., 8к3"
,,4.0,Вторичка,304.0,"1 совмещенный, 1 раздельный",Во двор,Дизайнерский,Кирпичный,Подземная,38.0,8.0,,,,552632.0,свободная продажа,https://www.cian.ru/sale/flat/307679284/,возможна,,"Москва, ВАО, р-н Преображенское, Преображенская пл., 4"
,,15.0,Вторичка,28.0,2 совмещенных,Во двор,Евроремонт,Монолитный,Подземная,41.0,15.8,,,,323684.0,свободная продажа,https://www.cian.ru/sale/flat/306979039/,возможна,,"Москва, Детская ул., 19"
,,11.0,Вторичка,3.0,1 раздельный,На улицу и двор,Без ремонта,Кирпичный,Наземная,48.0,6.0,,,,280313.0,свободная продажа,https://www.cian.ru/sale/flat/307405922/,возможна,,"Москва, ВАО, р-н Соколиная гора, Щербаковская ул., 58А"
,,12.0,Вторичка,,"1 совмещенный, 1 раздельный",Во двор,Дизайнерский,Кирпичный,,,9.0,,,,414474.0,свободная продажа,https://www.cian.ru/sale/flat/308377808/,возможна,,"Москва, ул. Степана Супруна, 12К1"
,,9.0,Вторичка,28.0,1 совмещенный,Во двор,Евроремонт,Панельный,,46.7,10.2,,,,259766.0,альтернатива,https://www.cian.ru/sale/flat/304110997/,возможна,,"Москва, ЮЗАО, р-н Южное Бутово, Плавский проезд, 1"
,,14.0,Вторичка,,1 раздельный,Во двор,Косметический,Панельный,Наземная,46.0,10.4,,,,272432.0,свободная продажа,https://www.cian.ru/sale/flat/307506158/,возможна,,"Москва, СЗАО, р-н Строгино, ул. Маршала Катукова, 9К1"
,,4.0,Вторичка,27.0,2 совмещенных,На улицу и двор,Косметический,,Подземная,45.0,11.0,,,,389610.0,свободная продажа,https://www.cian.ru/sale/flat/307698002/,возможна,,"Москва, ул. 1-я Машиностроения, 5А"
,,6.0,Вторичка,,1 раздельный,Во двор,Евроремонт,Монолитный,Наземная,44.1,10.3,,,,338120.0,,https://www.cian.ru/sale/flat/305465406/,возможна,,"Москва, ЮЗАО, р-н Зюзино, Азовская ул., 9К2"
,,9.0,Вторичка,3.0,1 раздельный,На улицу и двор,Евроремонт,Кирпичный,,49.1,9.0,,,,364351.0,альтернатива,https://www.cian.ru/sale/flat/303180252/,возможна,,"Москва, ЮЗАО, р-н Академический, Новочеремушкинская ул., 11К3"
,,6.0,Вторичка,32.0,1 раздельный,На улицу и двор,Дизайнерский,Кирпичный,Наземная,57.0,7.0,,,,455729.0,альтернатива,https://www.cian.ru/sale/flat/293572784/,возможна,,"Москва, ЦАО, р-н Мещанский, Садовая-Сухаревская ул., 8/12"
,,18.0,Новостройка,,,,Чистовая,,,51.4,8.5,2024.0,,,544304.0,переуступка,https://www.cian.ru/sale/flat/303383100/,,,"Москва, ЗАО, р-н Раменки, 1-й Сетуньский проезд, 6С6"
,,,Вторичка,,,,,Монолитный,,,,,,,207792.0,свободная продажа,https://www.cian.ru/sale/flat/307440024/,возможна,,"Москва, Алтуфьевское ш., 82"
,,22.0,Новостройка,,1 раздельный,На улицу,Чистовая,Монолитный,Наземная,,11.7,2024.0,Не сдан,,291938.0,переуступка,https://www.cian.ru/sale/flat/306416946/,возможна,,"Москва, СВАО, р-н Лианозово, Илимская ул."
,,,Вторичка,27.0,2 совмещенных,На улицу и двор,Евроремонт,Монолитный,Наземная,52.6,8.8,,,,322368.0,свободная продажа,https://www.cian.ru/sale/flat/307685916/,возможна,,"Москва, ЗАО, р-н Кунцево, № 100 квартал, 1к1"
,,4.0,Вторичка,32.0,1 раздельный,На улицу и двор,Без ремонта,Кирпичный,Наземная,53.7,9.6,,,,321522.0,альтернатива,https://www.cian.ru/sale/flat/307709367/,возможна,,"Москва, ЦАО, р-н Мещанский, ул. Верземнека, 7"
,,15.0,Новостройка,315.0,2 совмещенных,На улицу,Без отделки,Панельный,Подземная,43.0,11.8,2024.0,Сдан,,498034.0,переуступка,https://www.cian.ru/sale/flat/307232257/,возможна,,"Москва, СВАО, р-н Ростокино, ул. Вильгельма Пика, 1"
,,8.0,Вторичка,32.0,1 раздельный,На улицу и двор,Косметический,Кирпичный,,53.2,8.7,,,,353482.0,альтернатива,https://www.cian.ru/sale/flat/307607318/,возможна,,"Москва, СВАО, р-н Останкинский, ул. Годовикова, 6"
,,10.0,Новостройка,323.0,"2 совмещенных, 1 раздельный",На улицу и двор,Без отделки,Монолитно-кирпичный,Подземная,48.0,32.6,2025.0,Не сдан,,1700000.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/308080997/,возможна,8.0,"Москва, ЦАО, р-н Замоскворечье, Космодамианская наб., 4/22С8"
,,3.0,Вторичка,28.0,1 раздельный,Во двор,Косметический,Кирпичный,Наземная,56.4,10.6,,,,500000.0,свободная продажа,https://www.cian.ru/sale/flat/308204834/,возможна,,"Москва, ЦАО, р-н Мещанский, Протопоповский пер., 6"
,,15.0,Новостройка,325.0,,,"Без отделки, предчистовая",Монолитный,Многоуровневая,39.5,,2026.0,Не сдан,,1141075.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/304065721/,возможна,7.4,"Москва, ЦАО, р-н Хамовники, Коллекция Лужники жилой комплекс"
,,12.0,Новостройка,343.0,"3 совмещенных, 1 раздельный",,Без отделки,Монолитный,,46.1,30.2,2026.0,Не сдан,,924833.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306155133/,возможна,7.6,"Москва, ЦАО, р-н Пресненский, Лайф Тайм жилой комплекс"
,,7.0,Вторичка,31.0,2 совмещенных,Во двор,Дизайнерский,,Подземная,,20.0,,,,982906.0,свободная продажа,https://www.cian.ru/sale/flat/304377769/,возможна,,"Москва, 2-я Звенигородская ул., 14"
,,10.0,Вторичка,3.0,"1 совмещенный, 1 раздельный",На улицу и двор,Евроремонт,Кирпичный,Подземная,63.7,12.4,,,,406091.0,свободная продажа,https://www.cian.ru/sale/flat/307992048/,возможна,,"Москва, Мичуринский просп., 11К2"
,,,Новостройка,31.0,,,Без отделки,Монолитный,Подземная,73.7,37.0,2027.0,Не сдан,,686833.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306362698/,возможна,,"Москва, ЗАО, р-н Крылатское, Крылатская ул., 23"
,,6.0,Вторичка,3.0,"1 совмещенный, 1 раздельный",На улицу и двор,Дизайнерский,Монолитный,Подземная,57.0,38.0,,,,550847.0,свободная продажа,https://www.cian.ru/sale/flat/308230422/,возможна,,"Москва, ЦАО, р-н Таганский, Сосинская ул., 6"
,,9.0,Новостройка,,"2 совмещенных, 1 раздельный",Во двор,Чистовая,Монолитный,Подземная,,,2024.0,Не сдан,,1000000.0,переуступка,https://www.cian.ru/sale/flat/299878239/,возможна,,"Москва, Виктори Парк Резиденсез жилой комплекс, 3к4"
,,8.0,Вторичка,274,1 раздельный,Во двор,Без ремонта,Панельный,,,12.0,,,,248366.0,свободная продажа,https://www.cian.ru/sale/flat/303133764/,возможна,,"Москва, САО, р-н Западное Дегунино, ул. Ивана Сусанина, 6К3"
,,14.0,Вторичка,32,2 совмещенных,Во двор,Дизайнерский,Монолитный,Подземная,65.0,,,,,584416.0,свободная продажа,https://www.cian.ru/sale/flat/283342083/,возможна,,"Москва, ул. Новая Дорога, 9"
,,13.0,Вторичка,3,1 раздельный,,Дизайнерский,Кирпичный,Наземная,47.0,6.5,,,,434211.0,свободная продажа,https://www.cian.ru/sale/flat/292823298/,возможна,,"Москва, САО, р-н Беговой, ул. Расковой, 23А"
,,20.0,Вторичка,264,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,47.7,10.2,,,,244110.0,альтернатива,https://www.cian.ru/sale/flat/305719493/,возможна,,"Москва, ул. Плеханова, 29К1"
,,17.0,Вторичка,264,1 раздельный,Во двор,Евроремонт,Панельный,Наземная,45.0,11.0,,,,247382.0,свободная продажа,https://www.cian.ru/sale/flat/304919877/,возможна,,"Москва, ЗАО, р-н Ново-Переделкино, Лукинская ул., 16"
,,17.0,Вторичка,274,,,Косметический,Панельный,,44.0,14.0,,,,193506.0,свободная продажа,https://www.cian.ru/sale/flat/290061026/,возможна,,"Москва, ЮВАО, р-н Некрасовка, ул. Лавриненко, 11к2"
,,,Вторичка,264,1 раздельный,На улицу и двор,Евроремонт,Панельный,Наземная,43.0,10.0,,,,297403.0,свободная продажа,https://www.cian.ru/sale/flat/302152441/,возможна,,"Москва, Филевский бул., 39"
,,15.0,Вторичка,,1 совмещенный,На улицу и двор,Дизайнерский,Панельный,Многоуровневая,52.0,12.8,,,,307190.0,свободная продажа,https://www.cian.ru/sale/flat/307883713/,,,"Москва, ЗАО, р-н Солнцево, ул. Авиаторов, 5"
,,12.0,Вторичка,275,1 раздельный,На улицу и двор,Евроремонт,Панельный,,43.2,11.0,,,,262812.0,свободная продажа,https://www.cian.ru/sale/flat/307544593/,возможна,,"Москва, СВАО, р-н Северный, Челобитьевское ш., 12к2"
,,11.0,Вторичка,,1 раздельный,На улицу и двор,Косметический,Панельный,,45.7,10.4,,,,338562.0,свободная продажа,https://www.cian.ru/sale/flat/297852245/,возможна,,"Москва, Большая Очаковская ул., 3"
,,4.0,Вторичка,264,1 раздельный,На улицу,Дизайнерский,Панельный,,45.8,10.2,,,,370000.0,свободная продажа,https://www.cian.ru/sale/flat/307548597/,возможна,,"Москва, ЮЗАО, р-н Теплый Стан, Ленинский просп., 127"
,,14.0,Вторичка,,2 совмещенных,На улицу и двор,Без ремонта,,Подземная,60.0,12.6,,,,385117.0,свободная продажа,https://www.cian.ru/sale/flat/303900885/,возможна,,"Москва, просп. Лихачева, 22"
,,12.0,Вторичка,275,1 раздельный,На улицу и двор,Евроремонт,Панельный,Наземная,47.0,13.0,,,,383104.0,свободная продажа,https://www.cian.ru/sale/flat/308254508/,возможна,,"Москва, ул. Госпитальный Вал, 5С1"
,,6.0,Вторичка,,1 раздельный,На улицу и двор,Евроремонт,Панельный,,44.2,10.4,,,,376623.0,свободная продажа,https://www.cian.ru/sale/flat/308207891/,возможна,,"Москва, СВАО, р-н Останкинский, ул. Академика Королева, 8К2"
,,14.0,Вторичка / Апартаменты,,2 совмещенных,На улицу и двор,Без ремонта,Монолитный,,55.0,12.0,,,,438158.0,свободная продажа,https://www.cian.ru/sale/flat/305201906/,возможна,,"Москва, ЗАО, р-н Филевский парк, ул. Василисы Кожиной, 13"
,,10.0,Вторичка,3,2 совмещенных,На улицу и двор,Без ремонта,Монолитный,Подземная,40.0,11.0,,,,446615.0,свободная продажа,https://www.cian.ru/sale/flat/302080282/,,,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к8"
,,14.0,Вторичка,275,1 раздельный,Во двор,Косметический,Панельный,Наземная,45.5,13.0,,,,223377.0,свободная продажа,https://www.cian.ru/sale/flat/284590419/,возможна,,"Москва, 9-я Северная линия, 25к1"
,,,Вторичка,265,1 совмещенный,На улицу,Косметический,,Наземная,42.3,9.1,,,,313725.0,альтернатива,https://www.cian.ru/sale/flat/302125005/,возможна,,"Москва, СВАО, р-н Ярославский, Ярославское ш., 34"
,,11.0,Вторичка,3,1 раздельный,На улицу и двор,Косметический,,Наземная,49.0,9.0,,,,294503.0,альтернатива,https://www.cian.ru/sale/flat/299988256/,возможна,,"Москва, САО, р-н Савеловский, Петровско-Разумовский проезд, 24К2"
,,19.0,Вторичка,264,1 совмещенный,Во двор,Косметический,Панельный,Многоуровневая,46.0,10.3,,,,271053.0,свободная продажа,https://www.cian.ru/sale/flat/305857936/,возможна,,"Москва, ул. Васильцовский Стан, 11"
